customer_id,age,gender,tenure_months,monthly_charges,total_charges,contract_type,payment_method,support_tickets,account_balance,internet_service,online_security,satisfaction_score,days_since_last_login,num_products,referral_source,churn,churn_label
CUST_00529,26.0,Female,45.0,92.18959455174014,4214.69240579056,Month-to-month,Credit Card,5,-110.32507054703397,DSL,1,4.1,4.0,2,Google,0,No
CUST_00346,18.0,Female,,89.21439385602471,3066.072699912313,Two year,Credit Card,2,-126.3880829074111,DSL,No,,29.0,3,Facebook,0,No
CUST_00204,19.0,Female,42.0,75.51503548967513,3028.1302654009005,Two year,Mailed Check,2,70.39658051286266,Fiber optic,Yes,2.4,0.0,3,Google,0,No
CUST_00583,74.0,Female,,85.46884265331869,333.8914505108192,Month-to-month,Bank Transfer,4,-172.62347840120665,No,Yes,3.9,10.0,2,TV Ad,0,No
CUST_00593,45.0,FEMALE,43.0,124.88860605148261, ,Month-to-month,Bank Transfer,1,0.404195782316077,Fiber optic,Yes,2.8,,3,Other,1,Yes
CUST_00587,27.0,Female,1.0,60.076323270173276,,Two year,Credit Card,4,-89.08042657446246,No,No,3.8,2.0,4,Billboard,1,Yes
CUST_00308,48.0,Male,0.0,24.48478909984963,0.0,Month-to-month,Electronic Check,2,-210.3500091725501,Fiber optic,Yes,3.5,11.0,2,Friend,1,Yes
CUST_00206,47.0,Male,0.0,80.49400073703723,,One year,Mailed Check,1,160.78543368082464,Fiber optic,Yes,3.8,1.0,2,Email,1,Yes
CUST_00993,29.0,Male,5.0,58.1131096569472,,Month-to-month,Bank Transfer,1,-219.40903997612477,DSL,Yes,2.7,16.0,2,Friend,1,Yes
CUST_00231,43.0,Male,75.0,68.13987971901905,5225.8305947160325,Month-to-month,Credit Card,2,-206.21781047481468,Fiber optic,No,4.0,31.0,3,Facebook,0,No
CUST_00629,56.0,Male,0.0,40.36379977297753,0.0,Month-to-month,Credit Card,1,-18.083338439885214,No,True,3.4,40.0,1,Facebook,1,Yes
CUST_00601,26.0,Male,7.0,13.505493758242487,92.83681028339242,Month-to-month,Mailed Check,2,-86.85964306357081,No,Yes,3.7,46.0,1,TV Ad,1,Yes
CUST_00662,39.0,Female,7.0,105.60203860531993,729.9702270429474,Month-to-month,Electronic Check,0,-66.53155109340871,dsl,Yes,4.0,71.0,1,Google,0,No
CUST_00473,,Male,27.0,90.78168265350578,2405.737810304373,One year,Bank Transfer,0,13.281753341626526,Fiber optic,Yes,3.5,19.0,2,Google,1,Yes
CUST_00915,44.0,Female,26.0,43.69678656364466,,One year,,4,-61.68326009771676,DSL,No,3.6,12.0,2,Email,1,Yes
CUST_00314,59.0,Female,0.0,53.93994738951331,0.0,Month-to-month,Electronic Check,2,-52.27749482165637,Fiber optic,No,5.0,8.0,1,Twitter,1,Yes
CUST_00106,68.0,Male,12.0,130.36811337102296,1635.2650544190635,Two year,Electronic Check,2,11.583194900956444,DSL,Yes,3.5,25.0,1,Billboard,0,No
CUST_00823,34.0,Female,5.0,54.034943106184315,261.77035162677737,One year,Bank Transfer,2,50.645524650776274,DSL,No,2.3,4.0,4,nan,0,No
CUST_00055,,Female,58.0,115.57851770925306,6525.847007060438,Month-to-month,Credit Card,1,4.652846593370863,DSL,No,3.1,11.0,3,Email,1,Yes
CUST_00120,51.0,Male,11.0,88.76524050493107,958.6445058308606,One year,Electronic Check,2,-124.35850778072015,DSL,Yes,3.1,30.0,3,Facebook,0,No
CUST_00370,40.0,Male,3.0,80.57514905070639,,One year,Electronic Check,4,29.723427249751627,Fiber optic,No,5.0,1.0,1,Twitter,1,Yes
CUST_00025,41.0,Male,30.0,93.67170062126557, ,Two year,Electronic Check,3,147.95272035185178,Fiber optic,Yes,1.5,3.0,4,Facebook,0,No
CUST_00072,39.0,Male,,,890.6396090253845,Month-to-month,Electronic Check,5,-72.49040318247933,No,NO,2.8,0.0,1,Google,1,Yes
CUST_00505,32.0,Female,,95.66666977062135,Pending,Month-to-month,Electronic Check,4,-24.913924623956145,DSL,No,3.7,25.0,3,Instagram,0,No
CUST_00044,18.0,Male,33.0,124.2791904919933,4256.751407662061,Two year,Credit Card,2,-125.0025532784049,Fiber optic,Yes,3.2,8.0,5,Other,0,No
CUST_00296,53.0,Male,19.0,93.04621649895212,1833.1451439903944,One year,Bank Transfer,0,75.26995710756374,dsl,No,3.8,2.0,3,TV Ad,1,Yes
CUST_00328,49.0,Male,11.0,-72.75257453345118,804.0427605504395,Month-to-month,Electronic Check,3,108.59828944453254,Fiber optic,yes,3.1,14.0,3,Friend,0,No
CUST_00247,30.0,Male,22.0,34.96661346196195,788.1695138968544,One year,Credit Card,1,12.949365289609474,dsl,NO,3.3,5.0,2,Billboard,0,No
CUST_00336,,Female,0.0,43.322775153150275,0.0,Month-to-month,Bank Transfer,0,64.6449368542261,DSL,yes,3.4,1.0,3,Instagram,0,No
CUST_00351,62.0,Female,16.0,,-328.8531383563257,One year,Credit Card,2,-175.78434493993103,No,Yes,3.4,15.0,3,Instagram,1,Yes
CUST_00361,62.0,Male,45.0,62.903341383431616,2970.7533980058124,Month-to-month,Electronic Check,2,117.41881650593213,Fiber optic,yes,2.8,11.0,2,Other,0,No
CUST_00468,32.0,Male,3.0,24.565890724576988,70.784441197579,Month-to-month,Mailed Check,1,126.38538399101206,Fiber optic,1,2.4,7.0,3,Facebook,1,Yes
CUST_00960,49.0,Female,28.0,89.2162880522432,2380.8033546085576,Month-to-month,,4,64.9609440098562,No,No,3.5,8.0,1,Other,1,Yes
CUST_00420,70.0,Male,24.0,24.41961773569473,,Month-to-month,Bank Transfer,1,-133.44540811529163,DSL,No,3.3,,1,Friend,0,No
CUST_00381,,Male,1.0,44.610520676027924,43.838573178992945,Two year, ,1,62.96376030255896,dsl,Yes,2.0,13.0,3,Instagram,1,Yes
CUST_00694,48.0,Female,4.0,112.5559403544411,433.4824152663211,One year,Bank Transfer,2,3.6619926358222936,No,No,1.4,,2,Friend,1,Yes
CUST_00539,31.0,Female,60.0,83.29006391342125,5074.651961275742,Month-to-month,Mailed Check,2,6.9491612719633595,dsl,No,3.7,6.0,2,Friend,1,Yes
CUST_00449,24.0,Female,36.0,8.50176164267566,300.74249793669725,Two year,Credit Card,2,72.12781292490482,Fiber optic,yes,3.9,14.0,1,Billboard,0,No
CUST_00622,68.0,Male,13.0,47.94089617954143,,Month-to-month,Electronic Check,1,-42.49357897375238,Fiber optic,Yes,3.2,0.0,2,Friend,1,Yes
CUST_00209,90.0,Male,2.0,16.71260999600645,32.41772696579985,Month-to-month,Credit Card,3,88.73823641411337,DSL,No,3.5,25.0,4,Facebook,1,Yes
CUST_00554,45.0,Male,25.0,95.2595108635638,2318.894576292515,One year, ,2,61.34719366917788,DSL,Yes,2.5,21.0,2,Facebook,1,Yes
CUST_00043,35.0,Male,13.0,81.93781149840427,1040.3988939522505,Two year,Bank Transfer,3,-89.29419681296619,DSL,yes,3.3,,1,Instagram,0,No
CUST_00481,25.0,Male,0.0,86.59120257557075,0.0,Two year,Mailed Check,2,-29.457764049999557,DSL,Yes,3.6,22.0,1,nan,1,Yes
CUST_00432,35.0,Female,6.0,54.705799204273525,333.8373615738311,monthly,Credit Card,0,8.860639072474857,DSL,No,5.0,8.0,2,Google,0,No
CUST_00626,25.0,Female,40.0,273.5132684641521,4321.930383453188,Two year,Credit Card,0,46.815197968425366,Fiber optic,No,2.7,5.0,4,Other,0,No
CUST_00060,32.0,Other,55.0,37.241982988140606,  ,Month-to-month,Electronic Check,3,-226.3146790755144,fiber,Yes,3.7,5.0,3,Instagram,0,No
CUST_00621,47.0,Female,,54.266555912120445,2323.109607466553,Two year,Bank Transfer,1,202.48689404958472,No,No,4.0,4.0,2,Billboard,0,No
CUST_00755,,Female,,59.772763679617604,881.5087703944713,monthly,Credit Card,0,86.82116183855557,fiber,Yes,4.3,3.0,1,Email,0,No
CUST_00092,29.0,FEMALE,29.0,92.70366039960946,2663.334717592939,Month-to-month,Electronic Check,2,-61.0867778207135,No,Yes,3.7,4.0,1,Google,0,No
CUST_00901,34.0,Female,50.0,68.55734478007682,3598.472720000555,monthly,Bank Transfer,1,31.251987977721985,Fiber optic,Yes,3.2,16.0,3,Email,0,No
CUST_00462,29.0,Male,29.0,33.93551421771733,,One year,Bank Transfer,1,133.87779704210624,No,NO,1.9,15.0,3,Google,1,Yes
CUST_00666,36.0,Female,9.0,42.86156875018702,366.51437898050045,Month-to-month,Credit Card,3,-80.81886582481381,Fiber optic,No,3.6,11.0,1,Friend,0,No
CUST_00976,33.0,Female,30.0,79.62357177798052,2427.604287404125,Month-to-month,Credit Card,2,113.87180678560978,No,Yes,3.5,4.0,1,Google,1,Yes
CUST_00477,44.0,male,14.0,118.95570697267327,1598.2498386387542,Month-to-month,Credit Card,3,-1.7746692418393681,No,yes,,9.0,1,Other,0,No
CUST_00332,41.0,Male,16.0,117.34354172686554,Pending,Month-to-month,Electronic Check,1,-168.0895082746491,Fiber optic,Yes,4.5,3.0,1,Facebook,0,No
CUST_00938,43.0,Female,11.0,316.5196849921125,1395.1401980851167,One year,Bank Transfer,1,204.1190503194086,Fiber optic,No,3.8,31.0,2,Facebook,1,Yes
CUST_00700,,male,4.0,,484.4561836222074,Month-to-month,Mailed Check,4,-76.28554421965549,DSL,Yes,3.7,11.0,1,Billboard,1,Yes
CUST_00464,38.0,Female,3.0,79.52359783750525,231.2355722612048,monthly,Mailed Check,4,-94.41275564624203,DSL,True,4.4,2.0,1,Friend,1,Yes
CUST_00355,24.0,Male,11.0,93.32222058293533,1075.0617637821208,Month-to-month,Bank Transfer,0,157.51373210879115,No,No,2.8,2.0,2,Google,1,Yes
CUST_00362,38.0,Male,5.0,104.06860441548832,518.6445540084442,monthly,Credit Card,3,47.85303141499034,No,No,4.7,47.0,1,Friend,0,No
CUST_00312,52.0,Male,29.0,56.49961426012559,,Month-to-month,Credit Card,3,72.11195208758527,Fiber optic,No,2.9,0.0,2,nan,0,No
CUST_00318,44.0,Male,9.0,90.56523216370613,841.6130323081217,One year,Mailed Check,2,97.63736729794836,Fiber optic,NO,5.0,0.0,1,Email,0,No
CUST_00078,41.0,Male,26.0,39.74335947771375,1084.0014917531778,Month-to-month, ,5,-173.46403355315246,No,yes,2.8,9.0,1,Email,1,Yes
CUST_00380,27.0,Male,0.0,107.91120032964005,,Two year,Credit Card,5,-189.4382195925908,Fiber optic,Yes,3.8,35.0,2,Google,1,Yes
CUST_00182,23.0,Female,3.0,,202.97200199584955,One year,Mailed Check,2,-205.0799855994148,No,0,1.2,5.0,1,Facebook,0,No
CUST_00716,41.0,Other,0.0,132.5814114861134,0.0,Month-to-month,Electronic Check,4,-132.1115666827012,DSL,Yes,3.6,2.0,2,Twitter,0,No
CUST_00110,18.0,Female,10.0,74.34663499290673,723.9486255955188,One year,Credit Card,3,-17.436412025215542,Fiber optic,Yes,4.0,21.0,4,Google,1,Yes
CUST_00530,49.0,Male,,12.719317374781212,,One year,Electronic Check,1,91.42595447941228,DSL,Yes,3.1,7.0,3,Facebook,0,No
CUST_00377,42.0,Female,5.0,129.61827997692424,635.4339376490145,Month-to-month,Electronic Check,2,130.10156626547095,Fiber optic,Yes,4.0,63.0,3,Facebook,0,No
CUST_00713,45.0,Female,1.0,,70.52189166046482,Month-to-month,Mailed Check,2,89.10705409104919,No,Yes,4.4,50.0,2,TV Ad,1,Yes
CUST_00872,19.0,Female,34.0,56.36356843769667,1979.0605889235453,One year,Electronic Check,4,-116.52002870532357,Fiber optic,Yes,3.9,7.0,1,Other,0,No
CUST_00939,31.0,Female,,117.8332717524759,698.9089303669366,Two year,Credit Card,5,47.92500958967251,DSL,Yes,2.8,5.0,3,Email,1,Yes
CUST_00731,25.0,FEMALE,24.0,-52.321850446320816,1207.4838309846853,One year,Bank Transfer,1,-89.24840191326041,No,No,4.2,0.0,1,TV Ad,0,No
CUST_00292,31.0,Male,6.0,58.44934564861409,347.66314392896174,monthly,Credit Card,3,-190.94710179012569,Fiber optic,True,3.4,0.0,1,Other,0,No
CUST_00436,64.0,Female,1.0,83.60526137663402,87.7035786687877,Month-to-month,Credit Card,1,131.47884915190176,No,No,4.4,3.0,3,TV Ad,1,Yes
CUST_00835,43.0,Male,41.0,110.38677268608245,4547.039610972461,One year,Electronic Check,0,81.08617160332247,dsl,Yes,2.7,38.0,1,Instagram,0,No
CUST_00307,31.0,Male,9.0,79.88526206719027,,One year,Bank Transfer,3,-82.2335471352724,Fiber optic,Yes,,10.0,4,Friend,1,Yes
CUST_00289,30.0,Male,23.0,55.00809471545108,,Month-to-month,Electronic Check,2,21.861148653470554,DSL,0,5.0,27.0,3,Google,0,No
CUST_00968,39.0,Female,37.0,98.75157459526127,3653.8310329656797,One year,Credit Card,2,-260.05750195293314,fiber,Yes,3.9,,3,Google,0,No
CUST_00215,51.0,Female,51.0,50.933264757867896,2506.3427604343333,Two year,Electronic Check,2,-97.80883762484497,Fiber optic,Yes,2.8,1.0,1,Friend,0,No
CUST_00630,18.0,Female,39.0,44.59447101623906,1717.5230231081403,Two year,Credit Card,2,10.028972250703875,Fiber optic,Yes,3.4,33.0,3,Facebook,1,Yes
CUST_00280,,Male,92.0,331.24512528744367,,Month-to-month,Electronic Check,2,-63.67951015495571,Fiber optic,No,5.0,22.0,2,Facebook,0,No
CUST_00673,34.0,Male,16.0,89.39468613177311,,Month-to-month,Mailed Check,1,-166.38403732769555,DSL,No,4.3,12.0,1,Google,0,No
CUST_00450,39.0,Male,20.0,104.77222194867693,2119.2453738246977,Month-to-month,Electronic Check,1,-51.47916994996567,Fiber optic,No,4.7,4.0,2,Friend,0,No
CUST_00298,52.0,Female,3.0,,257.9226868172532,Month-to-month,Credit Card,2,60.68298722825746,DSL,0,1.5,27.0,2,Facebook,1,Yes
CUST_00785,56.0,Male,51.0,105.71645783030789, ,Month-to-month,Mailed Check,0,-36.391156382747866,Fiber optic,yes,2.1,7.0,2,Google,0,No
CUST_00137,35.0,Female,,43.60556939493837,332.1343078020725,Two year,Bank Transfer,1,-66.66286156786452,DSL,Yes,2.5,,1,Google,1,Yes
CUST_00305,41.0,Male,1.0,57.272909998058694, ,Month-to-month,Bank Transfer,1,-132.36153984890396,fiber,No,2.8,1.0,1,Billboard,0,No
CUST_00807,32.0,Female,13.0,67.03464396282082,891.0504357064364,nan,Electronic Check,1,-85.64566522457612,No,yes,1.9,1.0,1,Instagram,1,Yes
CUST_00294,45.0,Female,41.0,74.23771420262389,2916.6004443306124,Two year,Mailed Check,2,19.376457864482052,Fiber optic,Yes,3.8,13.0,1,TV Ad,0,No
CUST_00599,45.0,Female,50.0,13.599698982767087,657.4736456247298,Two year,Electronic Check,0,-58.42950296804812,dsl,1,3.1,,4,Facebook,0,No
CUST_00581,33.0,Female,5.0,54.9579355934309,282.4448196168985,Two year,Mailed Check,2,-49.18194904828303,DSL,NO,2.1,15.0,2,Instagram,1,Yes
CUST_00029,35.0,Male,74.0,44.167362694792885,3113.1484356232345,Month-to-month,Bank Transfer,3,178.48823990323515,fiber,True,4.2,,2,Other,0,No
CUST_00165,46.0,Female,50.0,45.87052721020023,2297.461127565667,Month-to-month,Credit Card,3,-40.67752162938893,Fiber optic,Yes,,9.0,1,Google,0,No
CUST_00248,66.0,FEMALE,2.0,76.50326691287887,148.5394568788026,Month-to-month,Bank Transfer,3,-105.53862213417338,Fiber optic,True,2.5,,3,nan,0,No
CUST_00310,36.0,Male,1.0,57.51416785344238,58.132320895649464,One year,Mailed Check,4,-197.301499998484,Fiber optic,Yes,3.1,0.0,3,nan,0,No
CUST_00685,,Female,6.0,70.90094437492246,427.91583785257194,Two year,Electronic Check,4,65.43739593936179,DSL,Yes,2.1,9.0,1,Billboard,0,No
CUST_00843,45.0,Female,1.0,78.7814644642556,79.02323013371411,monthly,Mailed Check,1,253.33390006978433,dsl,Yes,2.1,2.0,1,Billboard,1,Yes
CUST_00342,43.0,FEMALE,72.0,20.815475124236976,1486.3888839480226,Month-to-month,Electronic Check,2,-6.829514729013946,Fiber optic,NO,4.7,1.0,1,TV Ad,0,No
CUST_00605,68.0,Male,34.0,82.76334592552517,,Month-to-month,Bank Transfer,1,-5.0399950599022105,Fiber optic,Yes,,24.0,2,Twitter,0,No
CUST_00526,18.0,Female,24.0,,2007.61780390636,Month-to-month,Credit Card,2,-70.1178651923643,DSL,No,2.3,17.0,1,Google,0,No
CUST_00065,60.0,Male,13.0,43.14790473170186,543.178617188228,One year,Electronic Check,5,99.16471684145695,No,Yes,3.3,7.0,5,TV Ad,0,No
CUST_00631,62.0,Female,100.0,107.4885671589,10591.034974210192,Month-to-month,Credit Card,1,-21.395542918754966,DSL,Yes,4.5,3.0,1,Facebook,0,No
CUST_00891,47.0,Female,10.0,89.94781486905222,922.7892475672103,Month-to-month,Electronic Check,2,55.165226857907435,Fiber optic,NO,2.4,17.0,1,Google,1,Yes
CUST_00254,18.0,male,,53.55193615224769,534.232828130024,Month-to-month,Mailed Check,1,68.10395960445219,DSL,Yes,3.0,3.0,1,Instagram,0,No
CUST_00718,34.0,Female,23.0,59.156116999180426,1365.6718969755439,Month-to-month,Credit Card,2,216.72459731329945,No,Yes,3.1,12.0,1,nan,0,No
CUST_00770,50.0,Male,,54.22360972314388,0.0,Month-to-month,Bank Transfer,3,-113.19334675943328,Fiber optic,Yes,3.8,17.0,2,Google,0,No
CUST_00221,18.0,Female,15.0,81.06199441952559,1258.6619539093265,Month-to-month,Credit Card,1,13.378906286510542,dsl,NO,5.0,3.0,4,Friend,1,Yes
CUST_00235,,Female,42.0,364.4237388793786,,Month-to-month,Mailed Check,0,-86.34572371883934,Fiber optic,0,3.6,14.0,1,nan,0,No
CUST_00429,,Male,8.0,58.344376744509724,,One year,Mailed Check,1,153.2163769608547,dsl,Yes,3.3,10.0,1,Friend,0,No
CUST_00543,61.0,Male,11.0,61.970767273036195,667.1845872352006,One year,Electronic Check,3,37.059841398021135,Fiber optic,Yes,3.3,31.0,2,Google,1,Yes
CUST_00440,45.0,Male,113.0,59.72352397426705,,Two year,Bank Transfer,3,50.90283540679753,DSL,No,2.5,6.0,3,Instagram,0,No
CUST_00588,,Male,1.0,46.59402612647612,,One year,Bank Transfer,3,66.04209359413116,Fiber optic,Yes,4.3,0.0,3,Friend,1,Yes
CUST_00972,52.0,Male,23.0,76.73018970334248,1838.282680238644,One year,Electronic Check,1,-14.408557045249443,DSL,yes,5.0,8.0,1,Google,0,No
CUST_00249,,Female,16.0,37.08092417101468,615.6109640699461,monthly,,1,179.90642340236528,Fiber optic,No,2.9,12.0,1,Facebook,0,No
CUST_00578,18.0,Female,36.0,39.93348943219826,,One year,Bank Transfer,0,143.9293483835469,Fiber optic,Yes,3.1,11.0,3,Google,0,No
CUST_00409,47.0,Male,0.0,29.935552927003258,0.0,One year,Credit Card,2,76.75900769499596,Fiber optic,Yes,4.2,21.0,2,Facebook,0,No
CUST_00071,63.0,Other,19.0,33.02430055694473,623.0227875879779,One year,Credit Card,1,-93.3753736140097,Fiber optic,1,5.0,29.0,1,Facebook,0,No
CUST_00094,34.0,Male,,39.49950614270509,0.0,Month-to-month,Credit Card,3,12.4706903030465,Fiber optic,No,2.5,5.0,1,Other,1,Yes
CUST_00033,24.0,Female,1.0,55.6152109780227,,Month-to-month,Bank Transfer,1,15.359913525416639,No,Yes,4.0,16.0,2,Email,0,No
CUST_00644,36.0,Male,7.0,70.37497965721751,  ,One year,Mailed Check,2,-82.6980599583625,Fiber optic,No,3.2,2.0,3,Google,0,No
CUST_00259,51.0,Male,74.0,54.60410906459812,4197.052621270159,Two year,Electronic Check,1,70.41298480492758,No,NO,2.0,2.0,1,Friend,0,No
CUST_00204,19.0,Female,42.0,75.51503548967513,3028.1302654009005,Two year,Mailed Check,2,70.39658051286266,Fiber optic,Yes,2.4,0.0,3,Google,0,No
CUST_00798,40.0,Male,5.0,129.17626530369424,622.5547826190372,Month-to-month,Bank Transfer,1,-194.13368380718552,DSL,Yes,3.8,33.0,1,Friend,0,No
CUST_00620,28.0,Female,32.0,20.301303769666788,651.2345734388304,One year,Credit Card,1,-18.239698738255672,DSL,No,,9.0,1,nan,0,No
CUST_00365,33.0,Female,50.0,51.742308302808986,2569.5058061732307,Two year,Electronic Check,1,271.36197775289975,No,No,5.0,9.0,5,Google,0,No
CUST_00077,35.0,Female,13.0,53.83474431421785,688.7528860043122,monthly,Credit Card,2,48.861309641645754,Fiber optic,NO,1.0,,1,Friend,0,No
CUST_00084,27.0,Male,41.0,90.37428326314586, ,Two year,Bank Transfer,1,-148.9531353380297,Fiber optic,yes,3.2,0.0,1,Instagram,0,No
CUST_00994,24.0,Female,1.0,102.0513800108205,97.12844719381901,Two year,Electronic Check,6,-68.81370621515896,DSL,No,2.2,9.0,1,Billboard,1,Yes
CUST_00082,90.00949885467412,Male,14.0,,,Two year,Electronic Check,1,37.85021489175206,DSL,No,4.7,6.0,3,Billboard,0,No
CUST_00525,18.0,Male,6.0,51.634992485355376,308.28222900374556,Month-to-month,Credit Card,2,-114.39890013233718,Fiber optic,0,4.1,16.0,1,Facebook,1,Yes
CUST_00439,39.0,Female,36.0,83.40617502408094,2948.75342731571,Month-to-month,Electronic Check,3,165.4480273919644,No,No,3.1,,3,Friend,0,No
CUST_00567,24.0,Female,20.0,49.16198892510566,976.5579477721301,One year,Electronic Check,0,-61.81114316735742,Fiber optic,Yes,1.9,9.0,3,Email,1,Yes
CUST_00560,44.0,Female,5.0,32.877200853322826,165.9972890006383,Two year,Credit Card,1,86.48492232989142,Fiber optic,Yes,3.4,14.0,3,Friend,0,No
CUST_00542,47.0,male,34.0,84.20415697105685,2856.998550760115,Month-to-month,Bank Transfer,3,-26.041953315253874,Fiber optic,Yes,4.6,1.0,1,Facebook,0,No
CUST_00887,34.0,Male,6.0,68.07447516133543,419.75596804904944,Month-to-month,Bank Transfer,2,71.67056822387093,Fiber optic,No,3.7,0.0,3,Google,0,No
CUST_00331,26.0,Female,27.0,76.44139549511578,2156.9675564360496,One year,Bank Transfer,3,219.36026156100712,No,yes,3.1,52.0,2,Instagram,0,No
CUST_00005,36.0,male,20.0,88.59134337898409,1830.074659837729,Month-to-month,Credit Card,0,-107.30552296239266,fiber,Yes,3.3,8.0,2,Instagram,1,Yes
CUST_00479,56.0,Male,,124.54185767673474,1644.9010105492214,monthly,Mailed Check,2,22.1567527608239,Fiber optic,yes,2.2,63.0,2,TV Ad,0,No
CUST_00104,37.0,Male,9.0,81.60425562067608,701.0078670615411,Month-to-month,Mailed Check,2,42.131979423243614,dsl,NO,3.4,0.0,1,Google,1,Yes
CUST_00097,43.0,Female,,65.96509646794802,191.00971531718218,Month-to-month,Credit Card,0,56.19406165101333,Fiber optic,Yes,2.9,12.0,1,Google,0,No
CUST_00832,24.0,Female,72.0,83.32594981872016,Pending,Month-to-month,Credit Card,2,176.16750951939784,DSL,NO,3.6,10.0,3,Email,0,No
CUST_00787,46.0,Other,21.0,,,One year,Credit Card,0,61.98984737662316,No,No,,22.0,2,TV Ad,0,No
CUST_00424,,Male,54.0,106.00785249216489,5648.861443519023,One year,,1,69.02559291228032,dsl,No,2.6,21.0,3,Friend,0,No
CUST_00934,46.0,Female,17.0,114.92295049538879,1926.2922839481873,One year,Bank Transfer,2,-122.87761490496341,Fiber optic,Yes,1.0,26.0,2,Facebook,1,Yes
CUST_00281,49.0,Female,22.0,49.966613305933414,1059.5322603525603,Month-to-month,Electronic Check,0,34.81068147147108,Fiber optic,NO,4.3,49.0,1,Friend,0,No
CUST_00266,64.0,Female,1.0,36.9312355049073,37.671732612687116,One year,Credit Card,0,80.56510328936717,Fiber optic,No,2.6,6.0,4,nan,0,No
CUST_00534,30.0,FEMALE,15.0,67.32297537335653,1023.5923050284888,Two year,Bank Transfer,4,148.44590928257,DSL,yes,3.9,6.0,3,Email,0,No
CUST_00453,47.0,Male,24.0,105.91740770935684,2593.3042069540325,One year,Mailed Check,3,78.1879842604122,DSL,No,5.0,5.0,2,Google,0,No
CUST_00359,27.0,male,12.0,122.42089593746675,1422.282526999573,Month-to-month,Electronic Check,2,-79.28636050723185,Fiber optic,Yes,3.4,33.0,2,Email,1,Yes
CUST_00490,39.0,Female,77.0,68.30234533300313,5072.435671822329,Month-to-month,Mailed Check,4,-55.826487580564866,No,No,2.8,11.0,2,Email,1,Yes
CUST_00991,18.0,Male,39.0,,1618.5488362583765,Month-to-month,Bank Transfer,2,178.67554488303225,DSL,No,5.0,1.0,3,Instagram,1,Yes
CUST_00816,44.0,Male,30.0,129.746599066142,3742.051383194382,Month-to-month,Credit Card,5,-41.10816176784839,No,No,3.4,3.0,1,Friend,0,No
CUST_00118,57.0,Female,16.0,81.02947878974265,1256.1868505117895,Month-to-month,Electronic Check,2,-64.06322301359623,Fiber optic,No,4.6,15.0,2,Google,0,No
CUST_00634,24.0,Female,21.0,57.462713627023284,1242.670729108453,Two year,Electronic Check,1,72.81727495472168,Fiber optic,True,3.4,1.0,1,Friend,0,No
CUST_00250,21.0,Female,,52.333995197839116,Pending,Month-to-month,Electronic Check,0,-34.65845816188192,Fiber optic,Yes,4.2,65.0,1,Facebook,0,No
CUST_00405,49.0,Male,89.0,,4099.812409050836,One year,Electronic Check,1,-24.03008051482479,No,Yes,3.4,3.0,2,Friend,1,Yes
CUST_00717,42.0,Male,10.0,39.55721520442444,405.4450906328869,Month-to-month,Electronic Check,2,25.063167434146337,Fiber optic,Yes,2.5,1.0,2,Email,1,Yes
CUST_00704,18.0,Male,26.0,80.15658628857743,2087.7111893151723,One year,Credit Card,3,173.01718049856214,No,Yes,3.8,6.0,2,Google,0,No
CUST_00009,48.0,Female,12.0,64.46423927032451,790.3827158005655,Month-to-month,Electronic Check,2,-8.839991679407365,No,No,3.8,12.0,1,Friend,0,No
CUST_00859,49.0,Male,25.0,-128.21302459148944,3366.2763054911466,Month-to-month,Mailed Check,2,-11.834162387382175,Fiber optic,yes,3.1,0.0,1,Email,0,No
CUST_00196,26.0,Male,0.0,57.61006533569698,0.0,Two year,Mailed Check,1,179.7733840577358,dsl,Yes,5.0,16.0,2,Friend,0,No
CUST_00652,35.0,Male,11.0,76.86989177378021,,Two year,Bank Transfer,0,-110.88163212865454,Fiber optic,No,3.5,6.0,2,TV Ad,0,No
CUST_00081,45.0,Female,37.0,23.055916859138343,840.6079478142051,Two year,Credit Card,2,146.96805972037168,No,No,2.3,2.0,2,Friend,0,No
CUST_00447,107.71007855440979,Male,3.0,76.72649212872379,231.8670083199096,Month-to-month,,0,32.41773085969957,No,Yes,3.9,22.0,1,Friend,1,Yes
CUST_00533,21.0,Male,0.0,57.655205663134595,0.0,Month-to-month,Electronic Check,2,-61.535276676143404,No,Yes,5.0,33.0,2,TV Ad,1,Yes
CUST_00668,18.0,Female,46.0,89.96250471075336,4237.508984215004,One year,Credit Card,0,87.62130742723461,Fiber optic,Yes,5.0,22.0,3,Billboard,0,No
CUST_00239,52.0,Male,43.0,61.00485411175358,,Two year,,1,14.986709138777771,No,Yes,4.2,7.0,2,Google,0,No
CUST_00411,23.0,Male,,-179.9916413189111,163.0405648689153,Month-to-month,Mailed Check,3,74.24442386469563,DSL,yes,1.6,6.0,1,Facebook,0,No
CUST_00211,57.0,Female,13.0,45.00831828997724,,Month-to-month,Mailed Check,1,65.18648526930953,DSL,Yes,3.6,10.0,2,TV Ad,0,No
CUST_00773,54.0,Male,27.0,73.93195558647547,2042.3003330178863,Month-to-month,Electronic Check,3,-100.45088309328234,Fiber optic,No,4.1,5.0,1,Friend,0,No
CUST_00545,28.0,Male,33.0,6.183177389455139,211.3716494205836,Month-to-month,Mailed Check,4,34.92255625444667,Fiber optic,No,2.8,3.0,5,Friend,1,Yes
CUST_00519,51.0,FEMALE,35.0,77.54420826821536,,Month-to-month,Bank Transfer,1,-100.81299567768498,DSL,Yes,2.4,22.0,3,Billboard,0,No
