property_id,sqft_living,sqft_lot,bedrooms,bathrooms,floors,year_built,year_renovated,condition,grade,waterfront,view,city,zipcode,latitude,longitude,distance_to_downtown,school_rating,crime_rate,has_garage,sqft_basement,price
PROP_00968,1835.6435307057022,4539.819971638163,4,2.5,1.0,1967.0,0.0,4,3.0,0,1,Seattle,98104,47.167775694846284,-121.95145206781669,3.753438815018253,4.7,0.07383141891585208,1,0.0,458851.5764992985
PROP_00215,,4198.686950075956,2,2.5,1.0,1965.0,2016.0,5,8.0,0,0,Redmond,98171,47.212991240002225,-121.66972016559339,13.342340201535208,6.5,2.1613117720806967,Yes,0.0,507043.64539709286
PROP_00630,2249.4918749560256,3890.194306172994,2,2.0,1.0,1991.0,0.0,3,7.0,0,0,Seattle,98147,47.5269619111008,-121.89852572765128,11.100664559231546,7.9,4.52967163295047,Yes,135.6243664717686,626858.2531450394
PROP_00280,,10327.458630836962,3,2.0,1.5,1900.0,2019.0,1,5.0,0,3,Seattle,98157,47.46946255073088,-122.14361406204998,6.5098245302647415,8.6,2.9482264001708485,No,640.3165729262952,1283059.58268476
PROP_00673,1743.4123501127028,4291.021201253936,1,1.0,1.0,2010.0,0.0,3,5.0,0,0,Seattle,98100,47.537776240514894,-122.08532982640781,7.3332709188064005,8.4,1.1378563579025789,0,0.0,439817.8542964568
PROP_00450,2501.2425404546257,2614.9691284100118,2,3.0,1.0,1978.0,0.0,3,8.0,0,3,Other,98075,47.65200592469853,-122.0651211738012,20.494600513944125,5.5,2.2307692578240177,Yes,Check Plan,708017.6298384247
PROP_00298,1975.219618656493,9919.530539940704,3,2.5,3.0,1955.0,,2,7.0,0,0,Other,98007,47.28975972388242,-122.34984357653244,8.55431548892392,6.7,10.93695825873266,No,  ,640882.1275710802
PROP_00785,3390.876139323652,2459.5092854915465,1,1.5,3.0,1912.0,0.0,4,2.0,0,0,Tacoma,98019,47.68060848014815,-122.4520770799703,8.062567237620918,6.3,16.40411136135939,1, ,629134.4766619956
PROP_00137,,5699.072968238622,3,3.5,1.0,1948.0,0.0,3,5.0,0,1,Tacoma,98031,47.50345533382713,-122.23165356097817,5.338156096927821,7.1,0.8913042322633289,TRUE,260.1113245525289,725696.8803110493
PROP_00305,4723.557008699992,13255.852778124234,7,1.0,1.0,2000.0,2019.0,4,5.0,0,0,Seattle,98097,47.62291482804827,-122.46722229913092,22.73646034052096,3.2,4.2453341627237435,No,110.74778382193398,984003.9748966473
PROP_00807,3597.876213054117,12709.61848699867,0,2.5,2.0,1991.0,0.0,4,8.0,0,0,Bellevue,98114,47.6950861963165,-122.33372065600665,7.462685517083335,6.1,3.2688344591831555,0,0.0,944807.9839279797
PROP_00294,1135.8890412974279,4885.746921095263,2,2.0,2.5,,2015.0,4,6.0,0,2,Seattle,98092,47.56388738045403,-121.81721881617678,1.3461259359043418,7.6,,Yes,622.6907562802196,407002.06145351287
PROP_00599,1041.7272127175654,11885.97615662287,2,4.0,2.0,1986.0,0.0,3,6.0,0,0,Redmond,98141,47.380117687499606,-121.69899657688217,21.41072308388562,5.6,1.7862513299948328,0,26.934124250230695,390502.31330896507
PROP_00581,4913.653097580592,7464.513611075468,1,1.0,1.0,1973.0,,4,9.0,0,0,Bellevue,98078,47.70237213384463,-122.04976660660206,11.359979958086727,8.8,2.83142975066435,Yes,,1054652.2023149433
PROP_00029,1047.5638497564084,3521.1228922707414,4,2.5,2.0,2014.0,2013.0,4,5.0,0,1,Seattle,98163,47.35966755649402,-122.20948950329543,1.2852562929863698,,1.9087005922675673,Yes, ,
PROP_00165,2803.644794246297,5025.334592451736,1,2.5,2.5,2009.0,2023.0,3,8.0,0,0,Seattle,98195,47.67076958940326,-121.60595987396715,29.72435692332583,7.0,2.567374165708838,No,Check Plan,606438.9392314161
PROP_00248,4313.735476130205,2119.4259333020873,4,3.0,2.5,2010.0,0.0,4,9.0,No,0,Other,98089,47.33338828720052,-121.56820191179575,3.3718363612030444,9.1,,Yes,Check Plan,1040715.6930201633
PROP_00310,,9204.795303095098,3,2.5,2.0,2002.0,1987.0,3,10.0,0,0,Seattle,98071,47.15670835682102,-121.84222194476267,5.960342526414685,5.7,0.08923108117688398,false,732.2332310841366,
PROP_00685,1813.6504219047422,9619.645010889159,5,2.5,3.0,1997.0,0.0,3,4.0,0,0,Redmond,98134,47.41348550605985,-121.60725202843639,0.036043520019284986,8.1,1.21443139501236,false,575.2041849935105,523927.4458388403
PROP_00843,4245.998272272427,12755.764314967379,2,3.0,2.0,,0.0,5,4.0,1,0,Seattle,98148,47.134340255016454,-121.58430339656546,17.348769481138877,8.3,2.6271700074816327,Yes,0.0,887145.4042811586
PROP_00342,1190.194712800225,2277.4057584605976,1,2.0,3.0,1975.0,2022.0,2,8.0,0,3,Seattle,98004,47.5096335680797,-121.64338193246162,2.7604390174907953,6.8,2.4802888665167324,0,,400277.1945434158
PROP_00605,1617.629343365379,5454.131659036613,5,1.5,3.0,1965.0,2017.0,4,7.0,0,2,Seattle,98131,47.69928237877061,-122.31087527283042,22.616424514704583,8.5,5.4512250763886,TRUE,532.0250645183338,559329.365258557
PROP_00526,1535.8349363273492,3110.6027827999696,3,3.0,2.0,2018.0,0.0,2,4.0,0,1,Kirkland,98067,47.17159808483701,-121.67353274900879,1.9562071852632994,7.3,0.6797042052872779,No,0.0,530673.5181218956
PROP_00065,1782.407083207746,3780.638153045898,3,2.0,1.0,1994.0,0.0,2,5.0,0,0,Bellevue,98032,47.7062041945292,-121.71623946164365,3.6409009061501747,7.4,0.9438066722987315,Yes,558.3708929214464,569793.8027190572
PROP_00631,3255.7667543306134,5864.408399966209,3,2.5,2.0,,0.0,4,5.0,0,2,Tacoma,98145,47.76733678053217,-121.60738356614235,6.35317544377836,7.3,0.39337811699978364,Yes,704.7355332304899,768655.805085151
PROP_00891,2935.8363374539294,3535.246183593828,4,1.0,1.0,1976.0,0.0,3,7.0,0,0,Seattle,98184,47.12048873481561,-121.9802375791132,9.732458649875662,6.8,12.559150658744741,Yes,175.22900982019814,747778.4409164304
PROP_00254,1185.7186162957548,3619.6074978268016,6,2.0,3.0,2021.0,0.0,4,7.0,0,4,Tacoma,98180,47.38460509250335,-122.03706255086087,25.796267858380162,5.8,2.1113302789949078,No,654.0826495694637,474700.71525643085
PROP_00718,1132.7285418361055,2185.387446719218,4,2.0,1.5,,0.0,4,9.0,0,0,seattle,98068,47.110731733214436,-122.4194553083185,15.975197191693857,7.1,1.6392168238069202,Yes,0.0,541535.1712317233
PROP_00770,,3966.265002065941,3,3.5,1.0,1993.0,0.0,5,5.0,0,0,Seattle,98114,47.520630942080906,-122.00231319681035,13.120420808726674,9.2,0.44873631330893515,No,364.96097839971526,385175.32029607607
PROP_00221,1840.0443055872574,7280.059598410262,4,2.5,1.5,2019.0,0.0,3,5.0,0,1,Seattle,98137,47.5191261836962,-122.20549772671016,5.082124950372734,9.5,1.3462383615293123,Yes,608.42665629198,685099.4907925441
PROP_00235,8274.653033726448,10560.726611921658,7,3.0,2.5,1991.0,2019.0,3,6.0,No,0,Tacoma,98044,47.218908137264876,-122.19594553674581,22.396780816347338,8.7,3.5305869352278387,No,292.84269568172647,1687646.4945486505
PROP_00429,1124.505977552451,23281.94164642518,8,2.5,1.0,2013.0,0.0,3,9.0,0,0,Bellevue,98017,47.711850357780584,-122.28743989484921,5.2044705939175016,6.1,1.9957689679017163,TRUE,153.38405714758215,620677.4705910718
PROP_00543,2113.82953917325,2878.7015622202466,3,2.0,2.0,1975.0,0.0,3,7.0,0,0,Bellevue,98048,47.455438373188144,-122.48819445426531,0.5448671388548226,8.2,4.6485502021748015,No,0.0,565275.0337560376
PROP_00440,1088.6538677778067,4966.2210936924985,3,2.0,1.5,2006.0,0.0,4,5.0,0,0,Seattle,98199,47.620001348316066,-121.98880096972442,5.339716521246763,,2.4177264283911395,Yes,227.05883511780416,
PROP_00588,1137.0184240670071,7500.533400684434,2,3.0,2.0,1999.0,0.0,4,6.0,0,0,Redmond,98059,47.751050217135834,-121.71999137283886,12.335318597371412,8.0,5.154185799460127,No,0.0,485328.8234984631
PROP_00972,2318.905271255043,5030.298189935091,7,4.0,2.5,2023.0,2011.0,4,7.0,0,0,seattle,98056,47.61942810768204,-122.34347662314065,1.3003739712951,6.8,1.5852062990546,Yes,,741830.0306655449
PROP_00249,2917.3870171794188,6250.810864475692,4,5.0,3.0,,0.0,3,6.0,0,0,Seattle,98031,47.12533613385733,-121.56191435171945,6.055404370371531,6.6,3.9211691962917903,false,0.0,812885.8355279485
PROP_00578,1677.5027809955307,8059.605506623367,3,2.5,1.5,2021.0,1985.0,3,6.0,0,0,Seattle,98070,47.159167646470436,-121.65878605910262,5.09117422533293,5.3,0.5850965375893984,No,0.0,571452.6827218359
PROP_00409,1095.7256105484753,5356.282047820597,1,4.0,2.0,2010.0,0.0,3,9.0,0,3,Kirkland,98103,47.38924044029558,-121.7909853080893,9.227159532055968,5.4,1.6094636706741936,0,167.48231649438947,533658.978944935
PROP_00071,1221.539440505886,3407.4613639981944,8,1.0,2.0,1900.0,,4,2.0,0,0,Kirkland,98064,47.740908948706135,-121.54601703940224,0.2619228906889482,8.9,,1,0.0,397021.507220458
PROP_00094,2473.8899667213645,3021.0751421131336,3,3.0,1.5,2000.0,,2,7.0,1,0,Tacoma,98007,47.56994284299922,-122.43677276749769,8.951068449592226,7.9,0.6270133765117359,Yes,0.0,722343.9674898996
PROP_00033,3973.6877935069306,7058.14262690711,2,3.5,2.0,2021.0,0.0,3,8.0,1,3,seattle,98107,47.10048196898343,-122.1647730935903,7.485036163918304,7.7,,false,425.6792732688061,
PROP_00644,1127.5631032847812,15822.39420476569,3,2.0,1.5,2005.0,0.0,3,6.0,0,0,Seattle,98178,47.63607008860749,-121.58915680998858,0.16956552023979776,6.7,1.9550626530416384,Yes,339.5171494052371,8014356.698938051
PROP_00259,1102.228197349323,4616.41898318112,1,1.5,2.5,1983.0,0.0,3,9.0,0,1,Kirkland,98154,47.26771943663906,-121.77562987172271,0.2354794476920302,9.1,2.00397657585257,Yes,0.0,491677.2847652101
PROP_00204,1932.4939469655897,5161.357027920443,1,2.0,1.0,2006.0,2016.0,1,8.0,0,0,Redmond,98069,47.625524293816525,-121.81941191696542,9.240947883388236,6.1,3.8516709232221755,Yes,425.10419207987167,
PROP_00798,2192.8707405259584,3224.4818227520846,6,1.5,2.0,1951.0,0.0,4,7.0,0,0,Seattle,98196,47.68467462427257,-122.12090638375274,1.000306439838024,5.4,5.782269605957445,false,415.24079890819405,661833.2534207315
PROP_00620,,,6,1.5,2.0,2017.0,0.0,3,6.0,1,0,Kirkland,98112,47.48882606830831,-122.32924306512332,7.3089426977576055,6.3,0.7902978133334397,Yes,548.9026135218156,512709.8693341442
PROP_00365,,3520.6126347575187,2,4.0,1.0,1984.0,2014.0,4,,0,1,Kirkland,98157,47.580409558881904,-122.1119698960923,5.272904365438751,7.5,1.4062871458389872,Yes,523.7989064107287,411966.7222893955
PROP_00077,1076.9292655137963,5499.244262339612,5,3.0,2.0,1985.0,1995.0,4,5.0,0,2,Bellevue,98052,47.54626831963599,-122.159224860215,7.931475191496935,5.1,4.421622536644911,Yes,0.0,502311.8741078304
PROP_00084,1372.4883504103536,,3,4.0,2.5,2003.0,2022.0,1,11.0,0,0,Redmond,98046,47.12404745729309,-121.67690183602606,1.4282860429730806,3.9,3.83802897167767,Yes,557.4954698456934,604174.2212630915
PROP_00994,1447.809975579822,12280.641639791529,2,2.5,1.0,2022.0,0.0,3,7.0,0,0,Tacoma,98171,47.39747781821487,-122.43025729914325,7.600786094046514,4.5,2.240418397002573,Yes,,570714.5798671582
PROP_00082,1401.818801251301,35220.213068874444,1,3.0,1.0,2021.0,0.0,4,4.0,0,0,Other,98095,47.10956214398899,-121.9994619466015,8.916496540490332,,1.782028728994883,No,145.3977993752871,504575.1598141849
PROP_00525,1632.4155711397734,7108.311623724707,4,1.5,1.0,,0.0,5,,Yes,4,Other,98134,47.12750641978968,-122.44974586849317,19.74340137051953,,1.1414507365357573,No,0.0,717635.4459254565
PROP_00439,1084.848750580312,5668.275695163284,1,2.5,1.5,2015.0,0.0,4,6.0,0,0,Kirkland,98108,47.526444441296306,-121.73204320145899,14.67120879549655,6.7,2.631594788829141,1,273.03834731259394,315836.8797602928
PROP_00567,1575.3195628284311,3021.171249973092,5,3.0,2.0,,0.0,4,8.0,0,3,Kirkland,98031,47.628475570107184,-122.27893818497326,1.4605189282053557,9.0,3.330775765957024,false,678.6703934654008,591189.5062679052
PROP_00560,2217.665347797876,6064.688624293046,4,2.0,1.0,2012.0,0.0,4,7.0,0,3,Tacoma,98042,47.71240657114095,-121.97231864208862,13.696530144047285,4.9,4.909735275970692,TRUE,366.56237281781205,750227.4672799181
PROP_00542,1259.6037254184837,2694.3786333557573,7,1.0,1.5,1995.0,0.0,3,7.0,0,1,Bellevue,98031,47.38108903570097,-122.12358676963383,4.819446502472901,7.4,1.9781439996449577,1,550.3916957865717,647067.6676522631
PROP_00887,1272.0486222089953,7171.341921846593,4,1.5,2.0,1965.0,0.0,3,1.0,0,0,Seattle,98039,47.74461952206131,-121.91122992845361,5.924800266282199,7.1,2.0679301324115746,No,516.4431825314862,279904.9377343409
PROP_00331,2418.181847756713,2896.4539356926407,4,2.0,1.5,1969.0,0.0,3,8.0,0,4,Seattle,98180,47.151069202654284,-121.73465285149211,9.29723533426091,8.1,2.1545159679595884,TRUE,26.4227976193136,
PROP_00005,1169.5962919146052,11799.854887233334,3,1.0,2.0,2014.0,0.0,5,6.0,0,4,Tacoma,98109,47.770256641710155,-121.72515196615198,3.4093281172836836,6.7,0.6007853963434552,1,528.5344260199091,440913.21252817824
PROP_00479,1740.443933181044,2070.808592510696,5,2.5,1.0,2020.0,,4,6.0,1,0,Tacoma,98038,47.42400159926512,-121.71193080759622,3.739407870631704,10.0,4.7660320576535495,TRUE,0.0,556780.1006426199
PROP_00104,3381.2655298459754,8972.43285646042,2,3.0,2.0,2015.0,0.0,4,6.0,1,1,Seattle,98181,47.43516111096817,-122.15918275027538,15.417875925804731,6.2,1.937154644722538,TRUE,,851299.4076899155
PROP_00097,1557.8141939084273,3472.165918934715,6,2.0,2.0,1953.0,0.0,1,3.0,0,0,Tacoma,98126,47.7466265210069,-121.60756654711504,6.423267943680542,,2.6215048524955695,0,0.0,382648.46690050705
PROP_00832,1151.819921931387,2491.329274405511,4,3.0,1.0,2003.0,0.0,3,6.0,0,0,Tacoma,98149,47.28293705552061,-121.99533137338504,1.2083137320661723,10.0,2.176509780212272,No,Check Plan,562427.7225371497
PROP_00787,1512.2456594790224,5072.1201801045445,1,1.0,1.5,2019.0,0.0,4,5.0,0,2,seattle,98087,47.40006068758075,-121.88764409233558,1.3054700297014823,6.2,,0,127.73479608968313,469227.1294181426
PROP_00424,1059.2817064487379,7162.81896384795,1,1.5,2.0,2010.0,2022.0,3,3.0,1,0,,98055,47.45098624548008,-121.93188010259273,39.145756699967535,,0.3097718756434614,Yes,0.0,415402.19142714085
PROP_00934,1188.354863660074,8719.512075501923,3,2.5,1.0,2009.0,0.0,4,5.0,0,0,Seattle,98013,47.5779627847398,-122.08454833764131,2.438225601438151,7.8,1.2472882209250753,No,0.0,484571.14562581835
PROP_00281,1412.4824071376543,,1,3.0,1.0,1997.0,0.0,4,6.0,0,1, ,98034,47.18411742602419,-122.44609802631912,6.532852781506926,10.0,3.194711573487739,Yes,373.14340831804486,598119.2724433099
PROP_00266,2194.074425301673,5850.62607416874,4,2.5,2.0,1992.0,2000.0,3,5.0,0,0,Other,98177,47.26203343271576,-121.94814757534085,33.99352880151278,9.3,0.5846579806638079,0,491.08591136749175,693546.5201160791
PROP_00534,2465.2830902062606,10283.27626013109,3,2.5,1.0,1969.0,0.0,3,8.0,0,2,Redmond,98062,47.442375361358195,-122.04887466696776,15.904828534669925,5.4,5.076867601123657,0,,650481.6013038409
PROP_00453,3368.2376754780903,11871.060036377103,3,3.0,1.0,2003.0,0.0,3,8.0,0,1,Seattle,98010,47.13789638643828,-122.08241954255108,16.330949729612,6.6,0.019870888827229146,Yes,0.0,918804.1995653702
PROP_00359,1856.7824455775444,4633.164893851881,1,1.5,1.0,1900.0,0.0,5,5.0,0,3,Seattle,98022,47.44546973740679,-122.35933586183889,20.09800211580719,5.2,4.758080898890249,Yes,238.48346231168375,379615.3234678126
PROP_00490,1608.17526195962,,2,2.0,2.0,1964.0,,4,7.0,0,0,Redmond,98184,47.72386309943778,-121.82740908803507,13.563273387546989,8.6,0.3798454436884161,Yes,0.0,6706925.513741253
PROP_00991,2186.4488197091214,7638.9202502643175,3,1.5,2.0,2023.0,2014.0,4,6.0,0,3,seattle,98157,47.422717456601866,-122.07173749836373,56.14378308539521,6.2,5.102683319659308,Yes,0.0,545880.1664931929
PROP_00816,1894.7137868290747,4759.7821125971,4,3.0,1.5,1900.0,0.0,3,6.0,1,4,Redmond,98050,47.46604032629331,-122.01836988282989,4.390745183273687,6.9,4.705131791478487,Yes,,
PROP_00118,,5314.8990274260395,3,1.5,2.5,1984.0,,4,7.0,Yes,0,Redmond,98037,47.435398488635016,-121.99330039066639,4.884251285787907,4.2,0.3572552485734007,false,,861009.2620143453
PROP_00634,1113.3613385406634,8216.375955004389,4,4.5,1.5,1907.0,1980.0,4,10.0,0,2,Other,98021,47.57981061469384,-121.79189458427288,16.321514891518763,5.6,3.938579230051092,1,564.0422252818357,641013.9607242671
PROP_00250,1348.7760681721602,8070.297190141923,4,1.5,2.0,1956.0,0.0,2,,0,0,,98126,47.1858079516726,-122.18020394862732,13.605778794204838,6.5,0.5729383187947169,false,701.9874624376487,480790.45494202
PROP_00405,3258.7905145459263,14370.925170674243,4,5.0,3.0,2021.0,2015.0,2,9.0,Yes,0,Kirkland,98137,47.29959221150817,-122.47154679165696,26.38931426412441,6.9,0.45525812269090854,No,810.881866747368,9451831.940773446
PROP_00717,4353.176389415692,-2156.935070923488,6,2.0,3.0,2003.0,0.0,4,12.0,0,3,Seattle,98197,47.780991162292686,-122.04562055031818,2.2888578051326993,7.3,,Yes,0.0,1190677.3361504197
PROP_00704,1065.4722587725248,9296.194215531857,3,2.0,1.0,1996.0,0.0,5,5.0,0,0,Seattle,98101,47.370888472320054,-121.50981089775976,5.879863761804942,6.7,0.7611378491264694,Yes,549.2650365303664,454847.9855696174
PROP_00009,2231.2500617045903,8616.565815158407,3,2.5,1.0,2023.0,0.0,3,6.0,0,2,Seattle,98003,47.54525411388554,-122.18880234562532,7.66461868428114,,1.0563400420138613,Yes,0.0,669381.3418150905
PROP_00859,-2176.2067063060485,9300.243354397551,1,3.0,3.0,2021.0,0.0,3,5.0,0,0,Tacoma,98160,47.32318937778762,-121.9593470904713,4.564141738206661,7.6,1.8372485927506856,Yes,0.0,50000.0
PROP_00196,2294.465429727118,19379.66856315386,5,2.0,1.5,1970.0,1980.0,5,10.0,0,0,,98130,47.104283377152356,-122.04011734171301,0.4912649029886221,9.7,1.739314177153935,No,0.0,800444.3111210793
PROP_00652,1883.9230578713737,2507.913023817022,1,3.0,2.0,2022.0,2002.0,5,8.0,0,0,Tacoma,98090,47.2561775180617,-121.90141852717227,37.461739087966734,4.4,0.4106683604665641,Yes,289.2282209839192,575499.2490401295
PROP_00081,1976.301191712374,18820.748265181322,4,3.0,3.0,2021.0,2007.0,5,6.0,0,1,Seattle,98117,47.761779400002624,-122.06314131603963,4.9752963537416495,6.3,2.506380880812171,1,550.015505081669,675710.2066687437
PROP_00447,2399.8992301163416,10816.17116386743,4,5.0,3.0,1974.0,0.0,4,5.0,0,0,Tacoma,98038,47.40662110625543,-121.67593029673847,12.204128096254205,10.0,0.3234790894830497,No,456.4491982340694,776850.6116356878
PROP_00533,1810.651592641394,4707.6599378670235,3,2.0,1.0,2011.0,0.0,2,8.0,0,0,Other,98066,47.50637071605664,-121.84859686125984,12.974771388861466,7.2,6.832512434388635,Yes,320.2360547195459,9848358.898035726
PROP_00668,1206.4917454545805,,1,3.0,2.5,2003.0,0.0,4,4.0,No,0,Seattle,98099,47.52019225235835,-121.69693321403065,0.09157946390586509,9.2,0.2529315882833133,Yes,0.0,462611.0021927278
PROP_00239,1194.9335702248227,9465.040718206274,4,3.0,1.5,2023.0,0.0,3,8.0,0,0,Seattle,98137,47.76052292775206,-121.67312420911232,1.7550610778802065,4.3,2.3781666958891976,TRUE,0.0,8600282.5531424
PROP_00411,,2530.565220002257,4,3.0,1.0,,0.0,5,6.0,No,1,Seattle,98090,47.47293138806907,-122.39808602064362,2.328165073378903,5.8,2.255170354071606,Yes,759.4365177034302,50000.0
PROP_00211,2177.3152866548126,4190.4698208587415,1,2.5,2.0,1972.0,0.0,5,8.0,0,1,,98105,47.20592683122503,-122.35775461531071,0.882254452897056,5.8,0.3405311743950575,1,,597130.6873758034
PROP_00773,1506.3146312098643,2055.0324666421793,2,3.5,2.0,2005.0,0.0,3,4.0,0,0,Kirkland,98146,47.1271148395587,-121.61547603386582,39.769463675850304,,5.31017330769166,No,503.49073138823627,
PROP_00545,1443.420462297106,,2,3.0,2.0,1983.0,1996.0,3,8.0,0,1,Tacoma,98177,47.75978608738165,-122.0440503016163,15.367255447075827,7.7,9.574944303290886,Yes,800.1706807038626,637468.7247609805
PROP_00519,,,6,2.5,1.0,2005.0,0.0,1,7.0,0,1,Bellevue,98046,47.399472271104784,-122.46528938017926,6.56238153608752,7.7,0.16943289583879476,No,418.9103974489331,497186.7383102097
PROP_00227,1499.3874970400238,,1,3.0,1.0,2021.0,1980.0,4,6.0,1,3,Seattle,98089,47.26304469082215,-122.49424773424634,1.0449364766346068,7.0,12.79098480886006,No,339.11408508222337,505981.69365228113
PROP_00922,3249.5394902897433,3385.206069235766,5,2.0,2.5,2017.0,2023.0,4,6.0,0,0,Bellevue,98137,47.309602658297955,-121.92519661804691,9.54043318007958,7.1,0.3361751930423624,false,0.0,731377.4958890569
PROP_00404,1385.7354261645082,14199.54057878134,3,2.0,1.5,1962.0,0.0,1,6.0,No,3,Seattle,98028,47.616139527001586,-122.00908930114036,14.843455801917491,5.4,0.1488025452089704,1,732.6151299171304,421806.89709161164
PROP_00889,1278.6195164114472,2745.4484438321947,2,2.5,1.0,,2006.0,3,10.0,0,1,Seattle,98038,47.32620815369857,-122.10942334587841,7.55518880148255,7.8,3.5194892582423347,Yes,0.0,592356.9227124078
PROP_00177,1488.9587009811019,8192.386478270435,3,2.0,2.0,1997.0,0.0,3,10.0,0,3,Seattle,98047,47.7868396237302,-121.59971052752572,25.213572696000842,8.3,3.7331917888817916,No,713.6927943409353,629565.8557324574
PROP_00440,1088.6538677778067,4966.2210936924985,3,2.0,1.5,2006.0,0.0,4,5.0,0,0,Seattle,98199,47.620001348316066,-121.98880096972442,5.339716521246763,,2.4177264283911395,Yes,227.05883511780416,
PROP_00465,1469.7965779202673,3085.294292539096,3,2.0,1.0,2016.0,0.0,2,4.0,0,0,seattle,98123,47.79236165194749,-122.01253200997925,0.5176708305752044,,4.98844004782036,Yes,234.00549181556937,431354.30766917433
PROP_00430,,,1,4.0,2.0,2019.0,0.0,5,7.0,0,0,Bellevue,98104,47.39873887275472,-121.90966790483641,25.44382042846363,8.4,2.528142683728587,1,0.0,417026.97095085884
PROP_00532,6694.873400744333,2480.60786429288,3,5.0,1.0,2020.0,2021.0,3,4.0,0,0,Bellevue,98006,47.32746233188696,-122.14374698289835,11.653392685257785,7.0,6.233896206149263,No,0.0,1372526.0313295154
PROP_00695,1943.1996574293566,7262.200242482096,4,1.0,1.0,2008.0,0.0,2,8.0,0,0,Redmond,98092,47.18916367257304,-122.18932100425307,3.209085009068838,9.1,0.1959650052482736,TRUE,,727806.9915783337
PROP_00478,4483.5752212560055,6281.454649315436,4,1.0,2.5,2008.0,2021.0,3,4.0,0,2,Tacoma,98007,47.68346307361481,-121.59240927907892,7.825940719156171,6.6,1.6427008681992898,0,0.0,956224.86425768
PROP_00688,2467.4737584120885,13319.877360690525,3,3.0,1.5,1990.0,2002.0,5,4.0,0,0,Bellevue,98053,47.287929134483804,-122.09685079045222,4.712877759099378,7.5,1.6688677354505002,No,,649663.6289925922
PROP_00007,3011.2308644799396,5895.292675254655,2,2.0,1.0,2020.0,0.0,3,6.0,Yes,1,Other,98191,47.55572963751529,-122.32561225104078,10.128229586967292,4.9,5.557849088503801,false,12.649577812322548,928390.0112196588
PROP_00155,1277.1448135597261,14912.66914556712,2,2.5,1.0,1956.0,0.0,3,5.0,0,2,Redmond,98141,47.26823423169599,-122.0606932832325,1.7001653462372837,10.0,1.361442508812359,Yes,0.0,385206.5225870406
PROP_00357,1881.3473778072907,3767.9086711094683,3,3.0,2.0,2009.0,,3,4.0,yes,0,Tacoma,98108,47.681821892804685,-121.87716702505641,3.9966978798684814,7.4,9.041193496431221,1,494.2719826720633,776263.372637019
PROP_00584,2003.4862739576597,9378.432502648884,1,4.5,1.0,1992.0,0.0,4,4.0,No,0,Tacoma,98196,47.15027915744561,-122.46422455778797,3.2823006154043433,6.1,1.3570288384547888,No,549.3438144779687,579210.1621438697
PROP_00223,,7725.409385825395,5,2.0,3.0,2004.0,0.0,4,7.0,0,0,Seattle,98088,47.58328307416892,-121.83370793963792,6.610143138520903,5.5,1.4679774543000321,TRUE,623.1244515874591,9575041.570728188
PROP_00329,,18275.797430519062,4,1.0,1.0,2016.0,1980.0,4,5.0,0,1,Kirkland,98174,47.6960670833092,-122.17635369418042,0.6172606152874446,8.5,2.3171475644934283,Yes,511.441134077789,
PROP_00633,,3200.0877307434284,2,5.0,2.5,2016.0,0.0,4,7.0,0,0,Tacoma,98183,47.46645874113455,-122.48549255263683,14.384531473077256,6.9,6.168146349100386,Yes,248.2937247478726,608168.5056625482
PROP_00822,1405.7138965901686,2919.39471925668,1,2.5,1.5,2016.0,0.0,3,9.0,0,1,Kirkland,98071,47.16320966416611,-122.31155046689962,24.723200810230118,7.9,1.034358818814996,0,0.0,572622.6542368993
PROP_00868,2978.9493282961403,8808.081980829917,3,2.5,2.0,2010.0,0.0,3,8.0,0,0,Seattle,98151,47.331883867245395,-121.54906901989568,17.47503849719265,7.3,2.2492985966293264,Yes,0.0,857621.4749445225
PROP_00611,2606.4942438261196,3949.9514883104744,1,2.0,1.0,2006.0,0.0,3,8.0,0,0,Kirkland,98133,47.339505573310674,-121.74727925004527,1.4433072491828338,6.5,1.9191190217487626,No,0.0,
PROP_00059,1393.5320868030867,,7,2.0,2.0,2012.0,0.0,4,9.0,0,0,,98191,47.55034937133153,-121.96071104287776,5.782492542430178,7.1,3.7411055416735923,Yes,263.49910086363093,8274170.394453735
PROP_00746,1484.3317423587114,5475.075073282789,2,2.5,1.0,1963.0,0.0,3,7.0,0,1,Kirkland,98197,47.39310394127644,-122.00829838288998,3.8553636265425717,8.2,,Yes,464.8399735838369,545957.0095051181
PROP_00851,2386.136255215999,10251.893164163144,3,3.0,2.0,1966.0,0.0,4,,0,0,Bellevue,98002,47.65720981264066,-122.22619786836991,1.3131775228857254,7.3,0.9034136194002402,0,Check Plan,4705847.738538278
PROP_00809,1120.1787045517842,10364.67724079983,1,1.0,1.0,,,3,,0,0,BELLEVUE,98008,47.71330581055968,-122.42558248878181,15.11636359448505,8.5,0.47002129976337026,Yes,0.0,
PROP_00494,1623.058598804099,9626.048318423724,1,3.0,2.0,1999.0,0.0,4,6.0,Yes,2,Kirkland,98106,47.30427843996289,-122.21279481106147,0.026555956013538124,9.3,1.1751733234817654,1,0.0,734739.5573402893
PROP_00572,1505.0801312991798,5508.09544696902,5,2.5,1.0,2021.0,0.0,5,,0,4,Redmond,98196,47.25804929899612,-121.8366680685829,3.361793669296325,3.7,,0,242.7731218934527,397461.4319924569
